winner,blue_wins,red_wins,Draw
Blue,3,1,
Draw,12,7,
Red,1,2,
Red,8,11,
Red,3,1,
Red,1,1,
Red,2,2,
Blue,0,6,
Red,0,2,
Blue,8,1,
Red,1,0,
Red,3,10,
Red,0,3,
Draw,0,0,
Red,13,0,
Blue,1,10,
Red,10,10,
Red,7,7,
Red,6,1,
Blue,1,4,
Red,1,3,
Blue,0,0,
Blue,0,1,
Blue,0,7,
Red,4,4,
Red,3,2,
Blue,0,2,
Red,9,7,
Red,10,6,
Blue,8,3,
Blue,3,12,
Red,1,0,
Blue,4,0,
Red,0,0,
Blue,4,0,
Blue,0,4,
Blue,3,1,
Blue,5,5,
Red,7,12,
Blue,2,1,
Red,6,5,
Red,2,5,
Red,1,4,
Red,1,1,
Red,0,0,
Blue,3,3,
Blue,0,3,
Red,8,4,
Blue,1,13,
Red,1,5,
Blue,0,2,
Blue,0,0,
Blue,12,3,
Blue,1,1,
Blue,5,2,
Blue,4,14,
Red,8,2,
Red,10,5,
Blue,3,7,
Red,0,0,
Blue,0,0,
Blue,0,2,
Red,0,1,
Blue,0,2,
Red,2,4,
Red,3,4,
Red,11,5,
Red,1,5,
Blue,8,7,
Blue,0,2,
Red,2,6,
Draw,1,0,
Red,1,0,
Blue,5,1,
Red,3,4,
Blue,4,3,
Blue,6,5,
Red,3,1,
Red,8,10,
Blue,4,0,
Blue,4,9,
Red,8,3,
Blue,1,1,
Red,3,3,
Blue,0,3,
Blue,4,2,
Red,0,1,
Blue,3,1,
Red,3,4,
Red,1,5,
Blue,7,11,
Red,1,1,
Red,0,0,
Red,0,0,
Blue,2,10,
Red,2,5,
Red,0,5,
Blue,1,2,
Red,0,0,
Red,2,5,
Red,8,5,
Blue,11,5,
Red,0,7,
Blue,0,1,
Blue,1,3,
Red,7,7,
Red,10,4,
Blue,2,12,
Red,1,1,
Blue,5,16,
Red,4,9,
Red,1,9,
Red,0,0,
Red,1,8,
Red,2,5,
Red,4,1,
Blue,2,5,
Blue,3,6,
Blue,0,8,
Red,6,12,
Red,1,3,
Red,1,2,
Red,2,2,
Red,1,3,
Red,2,0,
Red,0,5,
Blue,0,0,
Red,0,2,
Red,1,2,
Red,2,3,
Blue,1,1,
Blue,4,5,
Red,0,1,
Red,0,0,
Red,0,1,
Red,2,0,
Red,2,9,
Red,4,9,
Red,5,3,
Red,0,6,
Blue,7,9,
Blue,1,1,
Red,8,7,
Red,3,3,
Red,1,3,
Blue,3,2,
Red,0,4,
Red,7,7,
Red,0,11,
Red,6,0,
Red,1,11,
Blue,7,1,
Red,1,2,
Red,0,2,
Red,4,0,
Red,0,0,
Red,0,1,
Red,6,11,
Red,1,6,
Blue,0,0,
Red,11,5,
Red,9,13,
Draw,0,11,
Red,0,3,
Red,2,2,
Blue,2,2,
Red,6,4,
Red,0,6,
Red,0,4,
Blue,2,3,
Blue,2,11,
Blue,0,14,
Red,2,4,
Red,1,9,
Blue,0,2,
Red,2,3,
Red,0,2,
Blue,0,1,
Blue,0,0,
Red,0,0,
Red,3,3,
Red,9,4,
Blue,0,0,
Blue,2,1,
Blue,0,0,
Blue,0,1,
Red,1,7,
Blue,6,0,
Red,4,1,
Red,2,5,
Red,3,2,
Red,0,0,
Red,3,2,
Red,2,1,
Blue,0,3,
Blue,0,1,
Blue,4,1,
Red,10,7,
Blue,5,2,
Red,0,5,
Blue,9,5,
Blue,0,6,
Red,7,17,
Blue,5,3,
Red,1,2,
Red,2,3,
Red,1,2,
Red,2,3,
Red,1,12,
Blue,4,2,
Blue,12,3,
Red,1,7,
Red,6,4,
Blue,2,0,
Blue,3,9,
Blue,0,1,
Draw,0,3,
Blue,0,1,
Red,0,0,
Red,4,2,
Red,6,10,
Red,1,1,
Red,6,3,
Red,2,4,
Blue,4,15,
Red,2,2,
Red,0,7,
Red,5,3,
Red,4,4,
Blue,4,3,
Blue,0,6,
Red,4,1,
Red,1,4,
Red,1,1,
Draw,7,2,
Red,0,0,
Red,1,0,
Red,0,0,
Red,9,3,
Blue,3,12,
Blue,11,14,
Red,0,3,
Blue,0,6,
Blue,1,1,
Blue,6,11,
Blue,0,1,
Blue,1,2,
Blue,0,10,
Red,6,2,
Red,2,9,
Red,7,7,
Red,9,6,
Blue,2,7,
Blue,3,2,
Red,3,4,
Blue,1,4,
Red,0,2,
Blue,0,1,
Red,0,4,
Red,2,8,
Red,13,10,
Red,2,2,
Blue,6,0,
Blue,6,3,
Blue,2,7,
Blue,0,0,
Blue,2,11,
Blue,1,2,
Red,9,10,
Blue,4,7,
Blue,8,9,
Blue,0,12,
Red,9,11,
Blue,1,4,
Blue,2,2,
Blue,1,2,
Blue,1,4,
Red,5,4,
Red,0,0,
Red,3,3,
Red,2,4,
Red,2,6,
Blue,1,1,
Blue,0,0,
Blue,0,0,
Red,0,0,
Red,4,7,
Red,7,0,
Blue,5,7,
Draw,3,4,
Red,0,3,
Blue,0,0,
Red,3,2,
Red,1,2,
Red,1,1,
Blue,6,5,
Blue,4,12,
Blue,8,10,
Red,11,5,
Red,2,9,
Red,7,9,
Blue,0,1,
Red,1,2,
Blue,2,7,
Red,6,4,
Red,0,3,
Blue,2,3,
Red,11,8,
Red,4,3,
Red,5,16,
Blue,6,7,
Red,1,1,
Red,2,6,
Blue,4,3,
Red,5,2,
Red,1,2,
Draw,1,5,
Blue,1,14,
Blue,0,1,
Red,4,6,
Red,7,10,
Red,1,10,
Red,1,1,
Red,2,13,
Red,8,15,
Red,0,5,
Red,1,4,
Red,1,1,
Red,1,0,
Red,0,0,
Blue,4,4,
Blue,0,4,
Blue,1,6,
Red,1,0,
Blue,6,7,
Red,0,6,
Red,2,5,
Red,4,3,
Red,0,2,
Blue,2,1,
Red,0,1,
Red,3,8,
Blue,0,0,
Blue,0,4,
Red,3,1,
Blue,8,3,
Red,4,1,
Red,6,5,
Red,2,6,
Blue,3,0,
Blue,0,4,
Blue,1,1,
Blue,0,4,
Red,10,10,
Red,1,2,
Red,4,2,
Blue,3,3,
Red,6,5,
Red,6,12,
Blue,2,2,
Red,1,3,
Red,1,0,
Red,4,3,
Blue,1,1,
Red,9,4,
Red,11,5,
Draw,7,2,
Blue,1,2,
Blue,0,2,
Blue,0,1,
Blue,1,0,
Red,2,8,
Red,7,9,
Blue,1,7,
Red,4,9,
Red,8,4,
Draw,0,5,
Red,1,2,
Blue,0,3,
Draw,1,2,
Blue,1,4,
Draw,6,1,
Blue,2,3,
Blue,6,0,
Red,1,10,
Blue,3,2,
Red,2,0,
Red,0,1,
Blue,0,0,
Blue,1,0,
Red,0,6,
Red,1,1,
Red,3,3,
Blue,4,7,
Red,2,5,
Blue,2,2,
Blue,1,2,
Red,1,1,
Red,2,2,
Blue,9,6,
Red,6,14,
Red,1,10,
Blue,1,10,
Blue,2,3,
Red,4,0,
Red,15,9,
Red,1,3,
Blue,1,0,
Red,0,0,
Blue,0,0,
Blue,13,4,
Red,4,3,
Blue,0,2,
Blue,1,5,
Red,3,3,
Blue,2,2,
Red,9,8,
Red,9,6,
Red,1,1,
Blue,3,3,
Red,0,5,
Red,4,1,
Red,6,5,
Red,1,2,
Red,2,0,
Red,0,0,
Red,0,2,
Blue,1,2,
Red,1,5,
Blue,1,1,
Red,1,1,
Blue,3,2,
Blue,0,0,
Blue,10,6,
Red,0,0,
Blue,0,1,
Red,0,0,
Red,0,7,
Blue,1,4,
Red,2,7,
Red,14,8,
Red,4,4,
Red,1,3,
Blue,3,1,
Blue,0,4,
Blue,2,5,
Red,2,1,
Red,0,1,
Red,7,4,
Red,1,2,
Blue,3,6,
Red,1,3,
Red,1,2,
Red,4,2,
Red,1,4,
Red,0,4,
Blue,0,0,
Blue,8,7,
Red,0,1,
Blue,2,3,
Red,10,10,
Blue,7,15,
Blue,1,4,
Red,0,0,
Red,1,3,
Blue,1,2,
Red,2,0,
Red,0,3,
Red,1,6,
Red,1,3,
Red,0,6,
Red,12,9,
Blue,3,2,
Blue,1,4,
Blue,1,2,
Red,3,4,
Red,0,1,
Blue,1,4,
Red,6,5,
Red,0,0,
Blue,0,4,
Red,5,5,
Red,2,8,
Red,0,1,
Blue,1,7,
Blue,9,11,
Draw,0,2,
Blue,2,3,
Red,1,2,
Blue,0,3,
Red,1,2,
Blue,1,1,
Red,10,2,
Blue,3,9,
Blue,6,7,
Blue,1,1,
Red,8,1,
Red,1,1,
Blue,5,10,
Blue,0,1,
Blue,0,0,
Red,1,0,
Blue,2,2,
Red,1,1,
Red,1,0,
Blue,0,0,
Red,1,1,
Blue,1,6,
Red,1,2,
Red,1,6,
Blue,5,12,
Red,1,6,
Red,5,14,
Red,2,2,
Blue,2,3,
Red,1,5,
Blue,1,1,
Red,0,3,
Blue,4,7,
Red,0,1,
Red,0,5,
Blue,3,9,
Red,5,5,
Red,2,0,
Red,5,11,
Red,1,1,
Red,12,5,
Blue,0,3,
Red,0,2,
Blue,9,10,
Red,0,1,
Red,3,3,
Blue,5,4,
Red,1,3,
Blue,0,0,
Red,3,7,
Red,7,9,
Red,6,6,
Red,2,2,
Red,1,1,
Blue,0,1,
Red,6,3,
Red,2,6,
Blue,4,0,
Red,0,0,
Red,4,9,
Blue,2,1,
Blue,1,1,
Blue,6,13,
Red,1,5,
Blue,0,4,
Red,2,4,
Red,3,4,
Blue,4,7,
Blue,1,2,
Blue,2,15,
Blue,2,3,
Red,9,8,
Blue,2,6,
Blue,3,2,
Blue,1,2,
Blue,1,3,
Red,4,13,
Blue,0,3,
Blue,0,0,
Red,5,5,
Blue,1,1,
Red,0,0,
Blue,0,0,
Blue,0,0,
Red,9,2,
Blue,0,0,
Red,0,3,
Red,4,7,
Red,3,5,
Red,2,1,
Blue,2,3,
Blue,8,6,
Blue,5,4,
Red,4,9,
Red,1,1,
Blue,1,5,
Red,1,1,
Draw,1,1,
Red,2,2,
Blue,0,0,
Red,0,0,
Blue,1,0,
Blue,2,9,
Red,1,3,
Blue,7,7,
Blue,1,2,
Blue,6,12,
Blue,1,0,
Red,0,0,
Red,1,0,
Blue,0,1,
Blue,0,1,
Red,0,1,
Blue,3,8,
Red,2,0,
Blue,0,8,
Red,0,1,
Blue,6,12,
Red,5,9,
Red,3,7,
Blue,2,4,
Blue,0,0,
Red,0,0,
Blue,0,2,
Blue,0,3,
Blue,7,10,
Red,1,8,
Red,5,4,
Red,8,8,
Blue,0,2,
Red,12,1,
Red,7,0,
Blue,1,1,
Blue,2,1,
Red,3,5,
Blue,5,3,
Red,2,1,
Blue,3,1,
Blue,1,1,
Red,4,7,
Red,1,8,
Red,3,6,
Blue,13,18,
Blue,1,1,
Red,7,7,
Red,3,1,
Red,1,2,
Red,1,8,
Blue,4,2,
Red,1,1,
Red,0,1,
Blue,0,5,
Red,1,2,
Blue,4,1,
Red,1,4,
Blue,1,1,
Blue,0,1,
Red,6,7,
Blue,0,1,
Red,10,13,
Red,4,3,
Red,5,5,
Blue,2,4,
Red,9,5,
Red,0,3,
Red,9,3,
Blue,0,4,
Red,0,0,
Red,0,0,
Blue,3,5,
Blue,1,9,
Red,3,5,
Red,1,0,
Blue,1,5,
Red,0,1,
Blue,9,4,
Red,2,2,
Red,0,0,
Red,1,3,
Red,1,1,
Red,1,8,
Blue,1,3,
Blue,0,7,
Blue,3,9,
Red,1,1,
Red,15,10,
Red,4,2,
Red,4,5,
Red,0,0,
Red,1,9,
Red,1,1,
Red,5,14,
Red,1,0,
Red,5,3,
Blue,11,3,
Red,7,7,
Blue,3,7,
Blue,4,2,
Red,2,0,
Blue,2,3,
Red,3,8,
Red,4,4,
Red,2,7,
Blue,0,8,
Blue,4,1,
Red,6,2,
Draw,2,5,
Red,1,0,
Red,8,5,
Blue,1,0,
Blue,6,4,
Blue,5,1,
Blue,5,8,
Red,1,11,
Red,0,1,
Red,0,1,
Red,0,2,
Red,0,1,
Blue,0,0,
Blue,1,0,
Blue,3,1,
Red,0,8,
Blue,6,0,
Red,3,4,
Red,0,0,
Red,0,0,
Red,0,0,
Red,1,8,
Blue,1,5,
Red,1,4,
Blue,5,10,
Blue,1,1,
Red,9,6,
Red,2,12,
Blue,3,7,
Red,1,1,
Blue,0,0,
Red,1,3,
Red,3,6,
Blue,0,5,
Red,1,15,
Red,3,0,
Blue,2,3,
Red,16,8,
Blue,1,8,
Blue,1,0,
Red,0,0,
Red,2,5,
Blue,4,3,
Red,4,5,
Red,2,0,
Red,0,4,
Blue,0,0,
Blue,2,4,
Red,0,0,
Red,2,4,
Red,1,4,
Blue,3,1,
Blue,0,1,
Red,3,3,
Red,0,0,
Blue,9,5,
Red,0,8,
Red,0,1,
Blue,6,3,
Blue,3,4,
Blue,3,6,
Blue,7,7,
Red,0,0,
Blue,2,0,
Blue,0,6,
Blue,0,8,
Red,0,0,
Blue,1,1,
Red,8,11,
Blue,0,5,
Red,0,0,
Blue,4,5,
Blue,0,3,
Blue,4,2,
Blue,2,2,
Red,9,0,
Red,0,0,
Blue,6,7,
Red,1,2,
Draw,13,12,
Red,7,10,
Red,9,3,
Red,1,0,
Red,1,2,
Blue,0,0,
Red,5,5,
Red,0,0,
Red,0,0,
Red,8,12,
Red,5,0,
Red,13,8,
Red,1,2,
Red,0,3,
Blue,6,6,
Red,2,2,
Red,1,3,
Red,4,8,
Red,1,2,
Red,0,0,
Red,1,2,
Blue,7,1,
Blue,0,0,
Blue,1,3,
Red,9,5,
Draw,5,7,
Blue,3,11,
Red,0,0,
Blue,4,8,
Red,1,7,
Draw,8,8,
Blue,0,0,
Red,1,2,
Red,2,7,
Red,4,9,
Red,1,4,
Blue,3,8,
Blue,4,2,
Red,5,4,
Red,13,14,
Blue,5,3,
Blue,0,5,
Blue,4,4,
Blue,7,7,
Red,1,6,
Blue,1,0,
Red,0,0,
Blue,0,0,
Blue,0,0,
Blue,1,2,
Red,3,3,
Blue,2,8,
Blue,2,4,
Blue,3,3,
Blue,11,18,
Red,8,5,
Red,6,6,
Blue,3,7,
Red,3,1,
Red,0,3,
Red,2,5,
Red,2,2,
Blue,9,9,
Red,1,4,
Blue,0,0,
Blue,0,0,
Blue,1,1,
Red,3,10,
Red,2,1,
Red,7,2,
Red,8,0,
Blue,6,4,
Blue,8,14,
Blue,2,4,
Red,3,4,
Red,0,3,
Red,0,1,
Blue,1,1,
Blue,2,4,
Blue,2,4,
Blue,1,2,
Draw,1,8,
Red,1,9,
Blue,0,1,
Red,2,4,
Red,4,7,
Blue,8,7,
Blue,4,2,
Red,5,7,
Red,4,11,
Red,2,2,
Blue,0,0,
Red,4,8,
Red,0,1,
Red,1,6,
Blue,0,3,
Blue,1,1,
Red,3,5,
Red,7,6,
Blue,1,3,
Red,2,1,
Red,0,0,
Blue,2,2,
Red,1,6,
Red,11,7,
Red,1,3,
Blue,7,11,
Red,9,7,
Blue,0,2,
Red,9,12,
Blue,5,2,
Blue,2,0,
Red,3,6,
Red,5,17,
Red,1,3,
Red,4,11,
Blue,3,5,
Red,0,3,
Blue,1,4,
Blue,4,2,
Red,5,4,
Blue,0,7,
Blue,8,3,
Blue,0,4,
Red,1,2,
Blue,1,4,
Blue,1,4,
Blue,0,1,
Red,0,2,
Red,1,10,
Blue,5,4,
Red,7,5,
Red,4,7,
Red,4,3,
Blue,0,0,
Red,1,1,
Red,1,6,
Red,0,2,
Blue,0,2,
Red,0,2,
Red,0,0,
Red,3,9,
Blue,4,8,
Blue,7,6,
Red,0,0,
Blue,0,1,
Blue,3,7,
Blue,7,3,
Red,2,3,
Blue,0,4,
Red,0,0,
Red,1,1,
Blue,5,3,
Blue,12,16,
Red,0,1,
Blue,0,0,
Red,1,1,
Red,3,8,
Blue,1,1,
Blue,1,3,
Blue,3,10,
Blue,9,5,
Blue,3,3,
Blue,0,3,
Blue,1,0,
Red,4,8,
Blue,1,2,
Red,2,12,
Blue,2,2,
Blue,6,4,
Blue,4,4,
Blue,1,1,
Red,1,1,
Blue,0,5,
Blue,0,2,
Blue,2,8,
Blue,6,11,
Red,6,10,
Blue,2,6,
Blue,2,2,
Red,3,1,
Blue,1,1,
Blue,2,5,
Red,0,1,
Red,0,10,
Red,4,2,
Blue,1,3,
Blue,6,3,
Red,1,1,
Red,3,1,
Blue,6,7,
Red,0,1,
Red,0,0,
Red,4,5,
Red,3,3,
Red,4,4,
Red,1,6,
Red,0,6,
Red,4,13,
Blue,3,11,
Blue,11,4,
Blue,0,0,
Red,0,3,
Red,4,5,
Red,0,3,
Red,2,5,
Blue,4,3,
Red,7,4,
Blue,0,2,
Blue,3,7,
Red,3,7,
Blue,2,3,
Red,1,6,
Red,5,3,
Red,1,3,
Red,3,5,
Red,0,2,
Red,8,4,
Red,6,3,
Red,8,2,
Red,0,0,
Red,3,5,
Red,2,6,
Red,7,14,
Red,1,2,
Red,9,2,
Red,0,2,
Red,8,3,
Red,2,0,
Red,1,0,
Red,1,1,
Red,3,2,
Red,2,2,
Red,2,2,
Red,0,0,
Red,6,6,
Draw,1,4,
Red,0,0,
Red,1,1,
Red,0,1,
Red,2,4,
Red,0,6,
Red,5,1,
Red,0,3,
Red,5,3,
Red,5,8,
Red,1,1,
Red,0,0,
Red,1,0,
Red,7,10,
Red,0,1,
Red,2,4,
Red,1,10,
Red,5,9,
Red,6,5,
Red,3,2,
Red,10,10,
Red,0,0,
Red,2,1,
Red,3,6,
Red,0,1,
Red,2,0,
Red,0,0,
Red,1,2,
Red,3,0,
Red,0,1,
Red,8,3,
Red,5,11,
Red,3,0,
Red,14,7,
Red,3,1,
Draw,0,3,
Red,1,3,
Red,7,13,
Red,2,4,
Red,1,7,
Red,3,1,
Red,3,2,
Red,1,3,
Red,2,1,
Red,9,3,
Red,0,0,
Red,3,3,
Red,1,0,
Red,2,4,
Red,2,7,
Red,3,2,
Red,8,7,
Red,7,2,
Red,4,5,
Red,4,1,
Red,0,4,
Red,2,5,
Red,2,10,
Red,2,2,
Red,6,6,
Red,12,7,
Red,4,1,
Red,6,0,
Red,0,0,
Red,4,2,
Red,0,0,
Red,2,0,
Red,2,2,
Red,0,3,
Red,1,0,
Red,1,3,
Red,5,5,
Red,3,6,
Red,6,5,
Red,0,0,
Red,1,0,
Red,0,0,
Red,3,0,
Red,6,4,
Red,3,6,
Red,0,6,
Red,13,2,
Red,4,1,
Red,2,0,
Red,5,7,
Red,2,1,
Red,1,0,
Red,1,0,
Red,2,1,
Red,9,9,
Red,4,5,
Red,7,9,
Red,1,0,
Red,3,1,
Red,5,4,
Red,5,3,
Red,1,2,
Red,2,2,
Red,1,9,
Red,10,2,
Red,5,6,
Red,9,12,
Red,5,0,
Red,7,4,
Red,4,2,
Red,2,1,
Red,1,2,
Red,1,1,
Red,5,9,
Red,0,0,
Red,2,5,
Red,0,2,
Red,5,4,
Red,5,6,
Red,0,0,
Red,0,1,
Red,3,7,
Red,2,11,
Red,8,2,
Red,3,8,
Red,1,3,
Red,1,2,
Red,7,3,
Red,1,2,
Red,0,1,
Red,0,2,
Red,0,2,
Red,1,0,
Red,0,0,
Red,8,6,
Red,7,4,
Red,3,1,
Red,6,15,
Red,4,6,
Red,1,2,
Red,0,1,
Red,5,5,
Red,4,2,
Red,16,1,
Red,5,8,
Red,4,3,
Red,1,2,
Red,1,0,
Red,0,1,
Red,1,2,
Red,3,4,
Red,0,5,
Red,1,1,
Red,0,5,
Red,0,0,
Red,2,4,
Red,6,2,
Red,2,2,
Red,0,5,
Red,6,4,
Red,1,4,
Red,2,1,
Red,1,1,
Red,1,4,
Red,6,8,
Red,10,0,
Red,6,6,
Red,0,1,
Red,1,1,
Red,3,4,
Red,2,3,
Red,4,3,
Red,2,4,
Red,5,3,
Red,2,3,
Red,5,4,
Red,5,1,
Red,9,11,
Red,4,5,
Red,1,8,
Red,1,0,
Draw,2,8,
Red,2,3,
Red,5,7,
Red,11,3,
Red,6,0,
Red,0,2,
Red,6,1,
Red,0,4,
Red,1,1,
Red,7,7,
Red,4,6,
Red,0,5,
Red,2,3,
Red,2,9,
Red,1,1,
Red,1,1,
Red,5,5,
Red,2,2,
Red,0,0,
Red,0,0,
Red,0,0,
Red,0,0,
Red,4,1,
Red,1,9,
Red,4,7,
Red,1,0,
Red,3,1,
Red,13,1,
Red,2,4,
Red,6,8,
Red,5,3,
Red,0,2,
Red,3,0,
Red,1,1,
Red,2,0,
Red,5,6,
Red,3,4,
Red,5,3,
Red,4,7,
Red,1,6,
Red,9,8,
Red,5,1,
Red,2,5,
Red,1,0,
Red,1,1,
Red,2,4,
Red,1,6,
Red,8,6,
Red,5,5,
Red,2,1,
Red,3,3,
Red,3,4,
Red,2,3,
Red,0,3,
Red,0,4,
Red,2,1,
Red,3,0,
Red,1,0,
Red,16,6,
Red,4,4,
Red,1,1,
Red,4,10,
Red,3,3,
Red,4,5,
Red,1,2,
Red,2,0,
Red,2,1,
Red,4,2,
Red,6,7,
Red,3,1,
Red,2,0,
Red,8,10,
Red,4,6,
Red,3,1,
Red,0,0,
Red,5,3,
Red,2,1,
Red,0,0,
Red,3,5,
Red,2,3,
Red,1,3,
Red,3,2,
Red,3,6,
Red,2,4,
Red,4,8,
Red,1,4,
Red,1,0,
Red,5,3,
Red,1,0,
Red,11,3,
Red,3,7,
Red,0,0,
Red,2,5,
Red,1,2,
Red,6,3,
Red,4,3,
Red,6,6,
Red,1,5,
Red,4,1,
Red,3,3,
Red,15,7,
Red,5,3,
Red,2,0,
Red,4,0,
Red,3,2,
Red,1,4,
Red,5,1,
Red,0,0,
Red,6,8,
Red,14,4,
Red,4,0,
Red,0,3,
Red,2,0,
Red,3,0,
Red,6,9,
Red,1,1,
Red,1,4,
Red,2,9,
Red,3,1,
Red,1,3,
Red,2,4,
Red,2,3,
Red,1,3,
Red,1,3,
Red,2,3,
Red,8,6,
Red,3,6,
Red,3,2,
Red,3,3,
Red,0,1,
Red,3,7,
Red,3,2,
Red,0,7,
Red,3,7,
Red,4,1,
Red,3,9,
Red,2,5,
Red,11,5,
Red,0,6,
Red,6,4,
Red,9,1,
Red,2,0,
Red,2,0,
Red,0,8,
Red,3,3,
Red,0,3,
Red,0,0,
Red,2,2,
Red,1,2,
Red,0,2,
Red,1,1,
Red,2,1,
Red,5,5,
Red,0,2,
Red,5,7,
Red,4,0,
Red,1,0,
Red,3,3,
Red,4,3,
Red,1,0,
Red,0,3,
Red,1,15,
Red,15,8,
Red,3,2,
Red,0,2,
Red,0,2,
Red,3,1,
Red,0,0,
Red,2,5,
Red,1,2,
Red,5,2,
Red,2,2,
Red,3,5,
Red,4,5,
Red,0,7,
Red,1,0,
Red,4,8,
Red,3,4,
Red,2,4,
Red,2,0,
Red,9,4,
Red,0,0,
Red,1,4,
Red,2,2,
Red,1,1,
Red,6,6,
Red,0,5,
Red,0,2,
Red,15,4,
Red,2,2,
Red,0,1,
Red,2,6,
Red,1,4,
Red,1,1,
Red,1,3,
Red,1,1,
Red,2,2,
Red,2,1,
Red,0,1,
Red,1,3,
Red,3,3,
Red,0,0,
Red,1,2,
Red,1,4,
Red,2,2,
Red,2,5,
Red,3,1,
Red,4,12,
Red,1,7,
Red,7,7,
Red,2,4,
Red,0,1,
Red,0,2,
Red,4,3,
Draw,14,5,
Red,0,4,
Red,1,0,
Red,5,5,
Red,0,1,
Draw,0,0,
Red,0,0,
Red,6,6,
Red,1,1,
Red,1,1,
Red,2,2,
Red,4,8,
Red,1,5,
Red,2,1,
Red,1,4,
Red,15,1,
Red,2,0,
Red,4,6,
Red,6,1,
Red,4,0,
Red,1,2,
Red,2,1,
Red,0,0,
Red,0,8,
Red,1,3,
Red,1,2,
Red,1,2,
Red,0,2,
Red,5,3,
Red,7,5,
Red,6,6,
Red,1,0,
Red,0,1,
Red,1,0,
Red,3,3,
Red,0,3,
Red,1,0,
Red,1,0,
Red,0,1,
Red,0,0,
Red,2,14,
Red,8,11,
Red,2,4,
Red,2,7,
Red,0,0,
Red,1,2,
Red,5,3,
Red,1,0,
Red,3,0,
Red,0,0,
Red,1,0,
Red,2,2,
Red,1,0,
Red,0,2,
Red,4,4,
Red,2,3,
Red,1,2,
Red,6,1,
Red,1,1,
Red,4,3,
Red,14,14,
Red,2,2,
Red,3,3,
Red,0,0,
Red,1,0,
Red,4,5,
Red,3,5,
Red,0,0,
Red,7,3,
Red,14,6,
Red,1,0,
Red,4,7,
Red,0,5,
Red,0,1,
Red,0,1,
Red,1,0,
Red,2,4,
Red,7,1,
Red,2,0,
Red,1,1,
Red,0,0,
Red,0,3,
Red,3,4,
Red,0,1,
Red,6,13,
Red,0,2,
Red,0,2,
Red,0,0,
Red,1,0,
Red,6,0,
Red,6,13,
Red,3,3,
Red,4,4,
Red,0,0,
Red,5,13,
Red,2,4,
Red,0,1,
Red,0,3,
Red,1,0,
Red,3,3,
Red,0,0,
Red,1,5,
Red,5,4,
Red,2,4,
Red,6,12,
Red,7,6,
Red,0,3,
Red,6,1,
Red,2,2,
Red,0,2,
Red,1,1,
Red,3,2,
Red,0,1,
Red,5,0,
Red,2,2,
Red,0,0,
Red,0,0,
Red,1,2,
Red,0,2,
Red,1,0,
Red,0,3,
Red,3,3,
Red,1,5,
Red,0,2,
Red,7,5,
Red,3,11,
Red,4,3,
Red,1,4,
Red,0,1,
Red,2,2,
Red,0,4,
Red,2,1,
Red,1,1,
Red,2,0,
Red,0,0,
Red,6,5,
Red,4,6,
Red,2,0,
Red,6,0,
Red,1,1,
Red,4,2,
Red,1,0,
Red,11,12,
Red,1,0,
Red,1,1,
Red,0,1,
Red,2,1,
Red,2,3,
Red,1,1,
Red,3,5,
Red,3,4,
Red,2,4,
Red,2,11,
Red,4,2,
Red,0,0,
Red,0,0,
Red,2,6,
Red,2,1,
Red,1,2,
Red,0,3,
Red,1,1,
Red,0,0,
Red,0,0,
Red,10,3,
Red,2,1,
Red,0,0,
Red,4,11,
Red,1,1,
Red,2,3,
Red,0,0,
Red,1,8,
Red,1,0,
Red,0,0,
Red,1,2,
Red,0,1,
Red,0,2,
Red,10,4,
Red,4,3,
Red,2,10,
Red,0,0,
Red,10,10,
Red,1,7,
Red,6,3,
Red,0,0,
Red,0,0,
Red,3,4,
Red,2,2,
Red,3,0,
Red,7,10,
Red,0,1,
Red,0,2,
Red,0,9,
Red,2,9,
Red,4,8,
Red,0,0,
Red,1,2,
Red,2,1,
Red,0,0,
Red,2,5,
Red,7,9,
Red,0,1,
Red,3,7,
Red,0,3,
Red,3,5,
Red,1,0,
Red,2,4,
Red,4,1,
Red,9,8,
Red,9,6,
Red,1,0,
Red,2,1,
Red,0,2,
Red,8,5,
Red,3,6,
Red,0,3,
Red,0,7,
Red,3,2,
Red,1,0,
Red,9,8,
Red,3,1,
Red,8,7,
Red,0,5,
Red,6,0,
Red,3,6,
Red,3,5,
Draw,3,5,
Red,0,1,
Red,2,7,
Red,5,8,
Red,2,4,
Red,1,1,
Red,5,6,
Red,0,1,
Red,0,0,
Red,1,4,
Red,7,3,
Red,3,5,
Red,1,2,
Red,1,2,
Red,1,7,
Red,0,0,
Red,1,4,
Red,1,6,
Red,0,1,
Red,3,5,
Red,0,3,
Red,4,0,
Red,1,2,
Red,2,0,
Red,1,3,
Red,1,0,
Red,0,4,
Red,3,2,
,14941,21185,
